time,Biomass,Hydropower,Offshore Wind,Onshore Wind,Solar,Other Renewables,Nuclear,Brown Coal,Black Coal,Natural Gas,Pumped-Storage Hydro,Other Conventional Sources,Wind,Price,Solar & Wind
2019-01-01 00:00:00,1232.6875,389.5,784.25,4999.0,0.0,32.0,2250.375,1583.75,703.25,818.75,69.0,395.5,5783.25,28.32,5783.25
2019-01-01 01:00:00,1226.0,388.4375,717.25,5509.25,0.0,32.0,2133.8125,1345.0,601.25,742.0,33.5,385.0,6226.5,10.07,6226.5
2019-01-01 02:00:00,1216.625,377.75,615.0,5687.25,0.0,32.0,1988.5,1335.75,557.25,680.25,38.5,370.75,6302.25,-4.08,6302.25
2019-01-01 03:00:00,1216.4375,373.6875,674.75,5967.5,0.0,32.0,1805.4375,1317.75,589.25,663.25,0.0,368.25,6642.25,-9.91,6642.25
2019-01-01 04:00:00,1216.8125,364.5625,644.5,6480.5,0.0,31.0,1780.0,1294.75,577.0,676.75,1.0,369.75,7125.0,-7.41,7125.0
2019-01-01 05:00:00,1214.9375,346.25,595.0,6857.5,0.0,31.0,1765.1875,1269.25,578.0,680.25,0.5,371.0,7452.5,-12.55,7452.5
2019-01-01 06:00:00,1217.0625,354.0625,482.75,7271.75,0.0,31.0,1758.8125,1268.25,539.75,678.75,4.5,370.5,7754.5,-17.25,7754.5
2019-01-01 07:00:00,1220.375,358.0,511.25,7476.75,0.0,31.0,1793.25,1259.75,545.75,705.25,8.25,369.0,7988.0,-15.07,7988.0
2019-01-01 08:00:00,1225.25,361.5,552.25,7609.75,21.25,31.0,1788.875,1229.75,567.0,714.5,8.5,366.25,8162.0,-4.93,8183.25
2019-01-01 09:00:00,1225.25,370.8125,518.75,7550.0,145.75,31.0,1747.5,1232.0,660.75,716.25,8.75,369.25,8068.75,-6.33,8214.5
2019-01-01 10:00:00,1227.1875,383.875,539.0,7828.0,342.25,31.0,1659.9375,1237.25,674.25,720.75,12.5,369.0,8367.0,-4.93,8709.25
2019-01-01 11:00:00,1226.1875,393.375,680.5,8247.75,513.5,31.0,1677.125,1229.75,690.25,743.0,12.75,369.25,8928.25,0.45,9441.75
2019-01-01 12:00:00,1226.875,400.125,630.25,8345.0,558.0,31.0,1738.5625,1236.5,702.25,739.5,13.0,369.5,8975.25,0.12,9533.25
2019-01-01 13:00:00,1226.0,393.0,571.0,8543.0,501.75,31.0,1738.1875,1238.5,703.0,718.75,47.25,369.25,9114.0,-0.02,9615.75
2019-01-01 14:00:00,1225.75,401.5,561.25,8656.25,324.5,31.0,1754.125,1240.25,703.0,719.25,43.25,369.75,9217.5,0.0,9542.0
2019-01-01 15:00:00,1224.1875,390.0,530.25,8682.25,111.25,31.0,1817.625,1254.5,708.25,720.75,341.25,368.75,9212.5,-0.03,9323.75
2019-01-01 16:00:00,1223.5625,389.9375,554.5,8935.0,5.5,31.0,1876.5625,1237.75,685.5,735.5,608.25,368.5,9489.5,1.97,9495.0
2019-01-01 17:00:00,1222.4375,361.3125,567.0,9071.0,0.0,31.0,1913.5625,1243.25,689.0,734.0,862.0,368.75,9638.0,9.06,9638.0
2019-01-01 18:00:00,1227.5,357.75,552.0,9081.25,0.0,31.0,1874.75,1224.75,684.5,718.75,784.5,370.5,9633.25,0.07,9633.25
2019-01-01 19:00:00,1222.375,354.3125,543.25,9011.25,0.0,31.0,1774.875,1227.0,687.5,715.0,634.0,370.0,9554.5,-4.97,9554.5
2019-01-01 20:00:00,1220.5625,352.1875,535.75,9014.25,0.0,31.0,1649.625,1219.0,683.0,717.75,316.5,370.25,9550.0,-6.98,9550.0
2019-01-01 21:00:00,1221.375,349.4375,461.5,8980.75,0.0,31.0,1537.9375,1224.0,690.5,695.5,114.75,370.0,9442.25,-24.93,9442.25
2019-01-01 22:00:00,1213.9375,346.375,459.75,8746.75,0.0,31.0,1519.0625,1224.25,680.25,703.75,262.5,369.5,9206.5,-4.87,9206.5
2019-01-01 23:00:00,1212.125,336.375,441.25,8675.0,0.0,31.0,1496.0,1221.75,641.75,694.5,9.25,368.0,9116.25,-28.93,9116.25
2019-01-02 00:00:00,1225.4375,364.625,827.25,4059.25,0.0,48.0,2366.625,3680.75,2874.0,1708.5,16.25,381.75,4886.5,43.55,4886.5
2019-01-02 01:00:00,1224.625,360.125,877.5,4114.75,0.0,48.0,2367.3125,3627.0,2633.25,1704.25,15.0,382.75,4992.25,45.47,4992.25
2019-01-02 02:00:00,1225.75,356.75,1081.5,4189.5,0.0,48.0,2360.4375,3460.5,2480.75,1688.75,8.25,382.75,5271.0,43.1,5271.0
2019-01-02 03:00:00,1229.0,356.1875,1127.75,4206.5,0.0,48.0,2363.5,3285.0,2213.75,1587.0,9.0,380.0,5334.25,41.1,5334.25
2019-01-02 04:00:00,1232.375,348.5,1190.0,4203.25,0.0,48.0,2364.6875,3335.5,2280.25,1641.25,7.75,382.0,5393.25,41.51,5393.25
2019-01-02 05:00:00,1231.5,351.375,1249.5,4105.75,0.0,48.0,2369.6875,3547.75,2670.5,1794.25,12.0,383.25,5355.25,45.76,5355.25
2019-01-02 06:00:00,1226.3125,351.6875,1220.25,4090.75,0.0,48.0,2367.4375,3691.25,3358.5,2142.0,48.25,382.0,5311.0,47.72,5311.0
2019-01-02 07:00:00,1228.0,374.125,1227.25,3926.75,1.75,48.0,2367.3125,3730.25,3669.5,2567.5,305.5,381.25,5154.0,54.04,5155.75
2019-01-02 08:00:00,1233.1875,348.75,1261.5,3545.5,120.75,48.0,2365.375,3734.0,3722.0,2785.75,353.5,387.0,4807.0,56.66,4927.75
2019-01-02 09:00:00,1232.0625,378.75,1290.0,3118.25,358.25,48.0,2367.8125,3733.0,3746.25,2807.25,400.25,387.75,4408.25,55.93,4766.5
2019-01-02 10:00:00,1238.1875,352.875,1348.5,2888.0,607.25,48.0,2367.75,3732.5,3758.25,2880.5,395.25,386.0,4236.5,55.51,4843.75
2019-01-02 11:00:00,1229.5625,374.3125,1293.5,2658.5,788.75,48.0,2339.625,3743.5,3692.5,2909.5,574.5,387.0,3952.0,56.9,4740.75
2019-01-02 12:00:00,1229.75,395.5625,1193.5,2443.25,893.75,48.0,2297.0,3748.5,3605.75,2917.75,508.0,386.25,3636.75,58.51,4530.5
2019-01-02 13:00:00,1226.1875,357.375,1161.0,2209.25,932.75,48.0,2291.5,3749.5,3524.5,2934.75,475.75,386.75,3370.25,64.0,4303.0
2019-01-02 14:00:00,1225.875,338.0625,1141.5,1902.5,816.5,48.0,2290.3125,3744.5,3569.25,2923.75,527.75,387.25,3044.0,64.93,3860.5
2019-01-02 15:00:00,1236.0625,333.1875,1053.25,1704.75,463.75,48.0,2290.5,3740.25,3595.0,2912.25,222.5,395.75,2758.0,64.55,3221.75
2019-01-02 16:00:00,1236.75,342.3125,943.75,1626.5,110.0,48.0,2292.25,3742.25,3678.25,2860.5,369.0,401.75,2570.25,63.91,2680.25
2019-01-02 17:00:00,1241.375,385.125,884.5,1633.5,1.0,48.0,2292.8125,3696.25,3749.25,2764.5,943.25,401.75,2518.0,67.71,2519.0
2019-01-02 18:00:00,1244.1875,382.9375,839.5,1614.25,0.0,48.0,2293.625,3757.5,3597.25,2813.0,988.25,400.5,2453.75,69.98,2453.75
2019-01-02 19:00:00,1242.125,358.8125,704.5,1622.25,0.0,48.0,2297.5625,3787.25,3603.25,2753.0,811.25,394.5,2326.75,67.34,2326.75
2019-01-02 20:00:00,1240.5625,354.6875,604.25,1432.0,0.0,48.0,2337.0625,3812.0,3579.0,2667.25,242.75,392.75,2036.25,62.99,2036.25
2019-01-02 21:00:00,1239.8125,342.5,555.75,1256.0,0.0,48.0,2365.625,3808.75,3548.5,2531.25,130.75,396.25,1811.75,55.32,1811.75
2019-01-02 22:00:00,1236.375,335.6875,454.5,1143.5,0.0,48.0,2366.375,3806.0,3504.0,2321.25,116.0,398.0,1598.0,54.01,1598.0
2019-01-02 23:00:00,1230.5625,337.5625,350.5,1100.5,0.0,48.75,2367.8125,3806.0,3258.75,2181.25,160.0,398.0,1451.0,50.92,1451.0
2019-01-03 00:00:00,1227.6875,418.0625,63.25,2308.5,0.0,47.0,2343.9375,3841.75,1639.75,1237.25,63.75,443.0,2371.75,39.4,2371.75
2019-01-03 01:00:00,1225.0,428.4375,92.0,2162.0,0.0,47.0,2338.1875,3771.0,1572.0,1228.25,37.0,442.0,2254.0,37.1,2254.0
2019-01-03 02:00:00,1227.0,419.3125,158.5,2029.0,0.0,47.0,2338.5,3774.0,1549.75,1225.25,38.5,441.25,2187.5,36.67,2187.5
2019-01-03 03:00:00,1222.0625,431.625,224.0,1935.25,0.0,47.0,2337.4375,3737.5,1479.5,1220.25,24.5,437.5,2159.25,36.27,2159.25
2019-01-03 04:00:00,1225.0,424.1875,317.75,1849.0,0.0,47.5,2343.8125,3791.25,1575.5,1225.0,16.5,439.75,2166.75,37.33,2166.75
2019-01-03 05:00:00,1228.6875,420.125,399.75,1764.5,0.0,49.0,2347.375,3780.75,1816.0,1326.75,16.25,442.0,2164.25,39.63,2164.25
2019-01-03 06:00:00,1229.75,431.5625,405.5,1744.75,0.25,50.0,2345.0625,3841.5,2385.0,1528.25,182.25,442.75,2150.25,46.75,2150.5
2019-01-03 07:00:00,1233.5,445.4375,379.0,1730.0,62.5,50.0,2345.4375,3843.0,2568.75,1786.25,1061.5,445.75,2109.0,47.98,2171.5
2019-01-03 08:00:00,1236.8125,440.875,437.25,1684.0,293.0,50.0,2346.4375,3858.25,2694.75,1834.25,1296.5,446.0,2121.25,49.99,2414.25
2019-01-03 09:00:00,1236.75,453.375,499.5,1669.5,676.25,50.0,2347.1875,3863.75,2687.5,1866.5,1143.0,447.75,2169.0,50.28,2845.25
2019-01-03 10:00:00,1234.5625,453.875,579.0,1667.5,1019.5,50.0,2345.75,3906.0,2699.0,1870.0,808.0,447.5,2246.5,51.15,3266.0
2019-01-03 11:00:00,1237.5,463.5,665.0,1882.75,1229.25,50.0,2345.9375,3891.0,2692.5,1863.25,617.5,446.0,2547.75,50.97,3777.0
2019-01-03 12:00:00,1237.4375,448.1875,622.25,2147.5,1259.5,50.0,2346.375,3861.75,2681.75,1884.0,297.75,448.0,2769.75,48.56,4029.25
2019-01-03 13:00:00,1235.5,450.375,600.5,2219.25,1170.25,50.0,2350.0,3864.0,2680.5,1865.5,125.25,447.25,2819.75,47.4,3990.0
2019-01-03 14:00:00,1235.125,454.25,501.75,2272.5,1045.75,50.5,2351.6875,3856.25,2726.5,1847.25,261.5,447.75,2774.25,46.91,3820.0
2019-01-03 15:00:00,1241.125,455.0,466.75,2075.5,776.0,51.0,2350.5625,3848.0,2721.5,1860.5,379.75,450.25,2542.25,45.97,3318.25
2019-01-03 16:00:00,1244.875,455.125,490.75,1972.0,374.25,51.0,2350.0625,3846.75,2731.25,1848.25,207.0,450.75,2462.75,46.93,2837.0
2019-01-03 17:00:00,1245.125,475.5,451.0,1961.25,63.5,51.0,2350.75,3852.25,2757.75,1809.75,304.75,449.5,2412.25,50.79,2475.75
2019-01-03 18:00:00,1248.875,485.6875,375.25,1847.75,0.25,51.0,2350.4375,3824.5,2836.5,1723.25,1134.25,448.25,2223.0,52.59,2223.25
2019-01-03 19:00:00,1252.375,474.0625,300.5,1699.0,0.0,51.0,2351.1875,3854.75,2823.5,1715.75,921.75,450.25,1999.5,52.49,1999.5
2019-01-03 20:00:00,1243.8125,462.5625,293.0,1523.0,0.0,51.0,2349.9375,3837.75,2670.75,1688.75,586.25,451.0,1816.0,48.66,1816.0
2019-01-03 21:00:00,1240.125,462.375,306.25,1426.25,0.0,51.0,2351.6875,3846.75,2425.75,1659.0,78.5,450.0,1732.5,46.53,1732.5
2019-01-03 22:00:00,1234.5625,462.125,304.75,1331.0,0.0,50.5,2351.5,3849.5,2299.5,1597.5,79.75,447.75,1635.75,45.65,1635.75
2019-01-03 23:00:00,1236.9375,464.9375,290.0,1255.5,0.0,50.0,2352.5625,3843.75,2159.25,1505.5,138.75,448.5,1545.5,44.41,1545.5
2019-01-04 00:00:00,1210.125,393.125,257.5,3239.75,0.0,50.0,2309.6875,3096.0,484.75,887.0,14.75,304.5,3497.25,31.06,3497.25
2019-01-04 01:00:00,1203.875,391.9375,227.0,3059.0,0.0,50.0,2313.875,2894.5,475.75,880.5,11.0,305.25,3286.0,29.96,3286.0
2019-01-04 02:00:00,1203.75,403.5,181.75,3037.5,0.0,50.0,2315.5625,2895.25,481.25,883.25,39.25,305.5,3219.25,31.07,3219.25
2019-01-04 03:00:00,1205.25,397.375,155.0,2922.5,0.0,50.0,2320.0625,2955.25,537.0,923.5,28.25,306.0,3077.5,31.08,3077.5
2019-01-04 04:00:00,1205.9375,426.8125,147.25,2817.25,0.0,50.0,2322.3125,3102.0,587.75,979.0,48.25,301.75,2964.5,31.09,2964.5
2019-01-04 05:00:00,1209.0,431.75,123.75,2783.75,0.0,50.75,2339.375,3545.5,725.5,1183.0,157.5,305.0,2907.5,37.22,2907.5
2019-01-04 06:00:00,1213.5625,418.25,107.75,2855.5,2.75,51.0,2347.5625,3885.25,959.25,1472.5,386.0,304.25,2963.25,47.08,2966.0
2019-01-04 07:00:00,1215.8125,416.25,122.5,2809.5,348.25,51.0,2349.125,3947.25,1004.25,1526.5,945.5,313.75,2932.0,56.95,3280.25
2019-01-04 08:00:00,1216.8125,421.9375,149.0,2358.0,1729.5,51.0,2358.9375,3996.5,991.0,1552.75,992.25,314.75,2507.0,53.56,4236.5
2019-01-04 09:00:00,1220.625,426.4375,177.75,1446.0,3584.75,50.0,2355.9375,4023.25,932.0,1512.5,777.0,313.25,1623.75,45.95,5208.5
2019-01-04 10:00:00,1223.75,417.3125,207.25,1410.75,5230.25,49.0,2351.375,4046.75,900.0,1461.5,276.25,313.5,1618.0,42.2,6848.25
2019-01-04 11:00:00,1216.5,412.4375,218.25,1684.25,6430.75,48.0,2344.3125,3915.75,850.5,1378.75,114.5,311.5,1902.5,39.11,8333.25
2019-01-04 12:00:00,1207.375,413.25,216.0,1701.25,7122.75,47.0,2347.875,3765.75,764.75,1335.0,94.5,310.5,1917.25,34.3,9040.0
2019-01-04 13:00:00,1213.1875,407.375,259.5,1781.75,7322.5,46.0,2342.5,3731.0,727.0,1351.75,41.75,306.75,2041.25,32.29,9363.75
2019-01-04 14:00:00,1209.0625,406.1875,359.5,2004.5,6978.5,44.25,2334.625,3652.5,700.5,1276.0,29.0,305.0,2364.0,31.1,9342.5
2019-01-04 15:00:00,1207.5625,429.8125,426.5,2269.25,6074.75,42.0,2322.25,3530.75,693.0,1226.5,109.5,299.0,2695.75,31.55,8770.5
2019-01-04 16:00:00,1209.625,438.8125,416.5,2503.5,4658.0,41.0,2323.5,3528.25,715.75,1322.5,273.75,296.5,2920.0,31.8,7578.0
2019-01-04 17:00:00,1208.8125,450.5,424.75,2681.0,2848.0,41.5,2338.875,3798.0,833.25,1426.0,416.25,299.5,3105.75,35.74,5953.75
2019-01-04 18:00:00,1220.3125,449.625,423.5,2723.0,1091.75,43.75,2334.8125,3999.5,901.5,1489.75,833.5,306.25,3146.5,43.06,4238.25
2019-01-04 19:00:00,1224.4375,465.5625,435.5,2751.5,134.5,46.0,2339.0,4079.25,1029.75,1535.25,931.5,307.0,3187.0,45.1,3321.5
2019-01-04 20:00:00,1226.0625,447.5,534.25,3625.5,0.0,46.0,2336.4375,4082.0,1030.75,1541.0,796.75,308.0,4159.75,45.06,4159.75
2019-01-04 21:00:00,1227.6875,435.25,625.0,4667.75,0.0,46.0,2336.0,4029.0,860.25,1493.25,195.0,310.0,5292.75,39.41,5292.75
2019-01-04 22:00:00,1221.875,436.0,735.25,5030.75,0.0,45.0,2342.1875,3950.0,776.0,1403.5,151.5,307.0,5766.0,35.8,5766.0
2019-01-04 23:00:00,1218.6875,429.4375,816.75,5164.75,0.0,45.0,2341.125,3676.75,676.75,1104.0,71.5,303.75,5981.5,30.65,5981.5
2019-01-05 00:00:00,1220.375,534.6875,312.25,1581.5,0.0,40.25,1657.625,2814.25,828.0,984.0,406.0,332.0,1893.75,38.0,1893.75
2019-01-05 01:00:00,1216.5625,534.125,300.75,1480.5,0.0,41.0,1656.625,2758.75,712.75,898.75,320.75,334.0,1781.25,35.2,1781.25
2019-01-05 02:00:00,1222.25,517.125,353.5,1443.25,0.0,41.75,1658.5625,2772.625,651.25,889.5,127.5,337.0,1796.75,32.64,1796.75
2019-01-05 03:00:00,1222.3125,525.6875,382.25,1543.0,0.0,42.0,1659.3125,2770.625,631.25,802.0,31.5,335.25,1925.25,31.16,1925.25
2019-01-05 04:00:00,1219.0625,533.625,422.5,1647.5,0.0,42.0,1659.5,2566.8125,627.0,777.25,45.0,338.25,2070.0,29.56,2070.0
2019-01-05 05:00:00,1225.5,491.5625,468.0,1795.5,2.25,42.0,1652.875,2422.4375,621.25,785.0,7.5,332.75,2263.5,29.72,2265.75
2019-01-05 06:00:00,1230.875,488.25,523.0,1899.75,156.25,42.0,1642.8125,2046.4375,608.0,771.25,14.5,333.75,2422.75,27.51,2579.0
2019-01-05 07:00:00,1237.6875,486.4375,598.25,1883.0,842.75,42.0,1637.3125,1961.0,601.25,769.25,19.25,334.5,2481.25,27.6,3324.0
2019-01-05 08:00:00,1242.0,491.375,586.0,1889.25,1941.75,42.0,1653.8125,2002.0625,615.5,768.0,24.75,335.75,2475.25,30.9,4417.0
2019-01-05 09:00:00,1240.4375,479.9375,584.75,1871.75,3217.75,42.0,1638.0,1945.1875,627.5,765.5,18.25,337.0,2456.5,29.4,5674.25
2019-01-05 10:00:00,1243.8125,485.8125,609.0,1877.5,4394.0,42.0,1646.625,1894.5625,635.75,740.0,12.0,336.75,2486.5,28.88,6880.5
2019-01-05 11:00:00,1238.1875,485.1875,601.0,2051.0,5172.5,42.0,1643.5,1695.0625,623.75,746.5,2.75,335.5,2652.0,28.65,7824.5
2019-01-05 12:00:00,1231.8125,475.5625,637.25,2199.0,5567.5,41.0,1635.9375,1549.9375,588.5,718.5,1.0,334.5,2836.25,21.12,8403.75
2019-01-05 13:00:00,1230.375,472.3125,683.5,2417.75,5670.75,36.25,1471.875,1495.0,575.75,684.25,0.0,324.5,3101.25,4.9,8772.0
2019-01-05 14:00:00,1235.0,457.6875,739.25,2700.5,5544.5,35.0,1350.75,1434.0625,571.25,667.25,0.0,319.0,3439.75,-2.46,8984.25
2019-01-05 15:00:00,1231.4375,449.4375,781.0,2837.25,5052.75,35.0,1292.75,1436.625,562.25,664.0,0.0,319.25,3618.25,-2.82,8671.0
2019-01-05 16:00:00,1229.1875,468.5,850.75,3011.25,4122.5,35.25,1330.125,1510.5625,528.25,663.25,1.0,321.5,3862.0,1.98,7984.5
2019-01-05 17:00:00,1238.3125,470.1875,884.75,3120.0,2915.25,38.0,1491.4375,1672.0,535.75,681.0,65.25,327.5,4004.75,19.61,6920.0
2019-01-05 18:00:00,1234.4375,473.0,901.75,3028.25,1584.5,38.0,1611.3125,2128.0625,568.0,731.0,88.25,327.75,3930.0,29.65,5514.5
2019-01-05 19:00:00,1235.6875,462.375,897.75,2837.25,515.25,39.25,1637.5,2438.6875,573.25,792.25,127.75,331.75,3735.0,34.51,4250.25
2019-01-05 20:00:00,1238.5,451.6875,892.75,2646.0,44.0,41.0,1653.75,2700.9375,655.25,870.5,191.0,335.0,3538.75,37.25,3582.75
2019-01-05 21:00:00,1233.8125,456.8125,869.0,2700.25,0.0,42.0,1655.5625,2749.6875,639.75,835.75,329.75,336.5,3569.25,33.2,3569.25
2019-01-05 22:00:00,1225.375,480.375,874.5,2708.0,0.0,42.0,1655.375,2679.125,679.0,849.5,329.0,337.75,3582.5,35.18,3582.5
2019-01-05 23:00:00,1220.9375,452.1875,936.25,2692.75,0.0,42.0,1653.375,2636.8125,558.25,763.75,95.0,336.75,3629.0,29.96,3629.0
2019-01-06 00:00:00,1170.75,577.6875,857.5,415.0,0.0,32.0,1864.9375,2383.4375,500.0,969.25,124.5,316.75,1272.5,33.63,1272.5
2019-01-06 01:00:00,1166.1875,572.6875,802.25,477.0,0.0,32.0,1861.875,2234.4375,461.75,845.5,53.25,316.75,1279.25,31.03,1279.25
2019-01-06 02:00:00,1174.4375,571.9375,813.0,593.75,0.0,32.0,1866.0625,2080.8125,444.75,815.0,41.75,316.25,1406.75,28.23,1406.75
2019-01-06 03:00:00,1178.0625,566.875,890.0,722.75,0.0,32.0,1869.8125,2017.5,443.5,825.0,20.5,317.0,1612.75,27.62,1612.75
2019-01-06 04:00:00,1172.0625,573.6875,934.0,921.0,0.5,32.0,1862.5625,1783.5,432.0,738.0,3.75,318.5,1855.0,25.53,1855.5
2019-01-06 05:00:00,1190.4375,573.3125,941.5,1174.0,62.5,32.0,1862.6875,1686.75,428.75,704.5,3.75,318.5,2115.5,23.14,2178.0
2019-01-06 06:00:00,1194.5625,606.0,997.25,1291.0,501.5,32.0,1860.75,1879.0,430.25,698.75,6.25,315.25,2288.25,25.8,2789.75
2019-01-06 07:00:00,1196.1875,590.625,1006.25,1032.0,1528.5,31.25,1854.75,2039.0625,431.5,747.75,27.25,314.75,2038.25,27.55,3566.75
2019-01-06 08:00:00,1194.8125,574.5,879.0,893.25,3005.75,31.0,1849.25,2168.875,432.75,754.25,29.25,313.75,1772.25,29.61,4778.0
2019-01-06 09:00:00,1188.5,558.625,769.5,1055.75,4560.25,31.0,1843.6875,1974.1875,443.5,727.75,129.75,312.5,1825.25,28.68,6385.5
2019-01-06 10:00:00,1187.6875,564.3125,692.5,1365.5,5811.25,30.75,1853.9375,1588.625,449.25,652.5,20.0,310.75,2058.0,26.42,7869.25
2019-01-06 11:00:00,1183.5625,581.0,551.25,1522.25,6500.0,30.0,1854.3125,1566.0625,455.75,617.0,93.5,308.5,2073.5,25.28,8573.5
2019-01-06 12:00:00,1183.3125,563.875,468.0,1605.25,6800.75,30.0,1855.875,1515.8125,451.75,613.5,27.0,308.5,2073.25,26.69,8874.0
2019-01-06 13:00:00,1178.375,552.25,393.25,1576.75,6924.0,30.0,1851.6875,1479.0,445.0,601.75,1.0,306.25,1970.0,22.4,8894.0
2019-01-06 14:00:00,1178.0625,528.5,321.75,1411.25,6762.0,30.0,1836.625,1494.5625,448.75,586.0,1.0,303.5,1733.0,18.33,8495.0
2019-01-06 15:00:00,1176.4375,548.375,242.5,1286.75,6147.0,30.0,1838.1875,1511.0,471.75,584.25,3.75,301.5,1529.25,24.71,7676.25
2019-01-06 16:00:00,1176.9375,562.0625,202.5,1144.5,5163.0,30.0,1859.8125,1707.3125,544.25,595.25,50.5,303.25,1347.0,27.57,6510.0
2019-01-06 17:00:00,1182.125,571.625,183.75,932.5,3803.75,30.0,1868.4375,2057.0625,556.25,693.0,127.25,302.5,1116.25,29.09,4920.0
2019-01-06 18:00:00,1179.8125,584.875,185.25,777.5,2307.0,30.0,1878.0625,2379.0,606.25,814.5,380.5,303.0,962.75,36.95,3269.75
2019-01-06 19:00:00,1178.25,579.6875,173.5,587.5,996.75,30.0,1885.75,2466.6875,607.75,854.25,893.0,303.5,761.0,40.15,1757.75
2019-01-06 20:00:00,1179.0625,607.8125,163.0,436.25,258.0,30.5,1888.8125,2465.375,606.5,871.25,1332.0,307.25,599.25,41.8,857.25
2019-01-06 21:00:00,1179.375,590.5625,175.75,424.25,10.75,31.0,1891.5,2483.1875,612.5,897.5,1290.75,311.25,600.0,40.94,610.75
2019-01-06 22:00:00,1175.8125,590.75,162.5,432.5,0.0,31.0,1895.3125,2482.5,613.25,906.5,1145.25,313.25,595.0,40.36,595.0
2019-01-06 23:00:00,1175.8125,605.125,90.25,448.0,0.0,31.0,1902.3125,2478.125,530.25,875.0,702.25,314.75,538.25,37.6,538.25
2019-01-07 00:00:00,1142.25,589.25,1037.0,1861.0,0.0,31.0,1893.5,2083.75,310.75,1196.5,214.75,266.25,2898.0,28.98,2898.0
2019-01-07 01:00:00,1144.75,576.5,1061.25,1502.0,0.0,32.0,1894.0,1957.5,299.5,1255.0,51.0,266.5,2563.25,26.23,2563.25
2019-01-07 02:00:00,1149.5,540.5,1119.75,1362.5,0.0,32.0,1897.0,1992.75,296.0,1255.25,38.5,266.5,2482.25,25.04,2482.25
2019-01-07 03:00:00,1150.5,580.0,1057.0,1295.5,0.0,32.0,1898.75,2054.5,296.25,1226.25,52.5,267.0,2352.5,24.94,2352.5
2019-01-07 04:00:00,1152.0,558.0,890.5,1331.5,0.75,32.0,1899.0,2104.75,306.25,1311.75,51.0,267.75,2222.0,26.04,2222.75
2019-01-07 05:00:00,1157.5,549.5,793.5,1488.75,64.5,32.0,1899.75,2258.25,391.75,1350.25,42.25,266.5,2282.25,27.14,2346.75
2019-01-07 06:00:00,1163.0,596.75,797.5,1525.0,461.0,34.0,1903.0,2363.5,585.25,1499.5,637.0,280.5,2322.5,41.93,2783.5
2019-01-07 07:00:00,1166.75,586.0,863.0,1346.5,1253.25,34.0,1900.75,2339.75,702.75,1611.5,1473.0,276.5,2209.5,53.1,3462.75
2019-01-07 08:00:00,1172.25,583.0,888.25,1192.75,2358.0,34.0,1897.5,2329.25,839.5,1706.5,1376.75,282.5,2081.0,52.85,4439.0
2019-01-07 09:00:00,1167.5,558.75,1006.75,1451.25,3552.5,34.0,1892.25,2324.25,829.0,1750.75,565.25,274.0,2458.0,41.13,6010.5
2019-01-07 10:00:00,1164.25,572.25,1100.5,2142.5,4531.25,34.75,1898.25,2279.0,820.0,1742.25,213.5,279.0,3243.0,37.57,7774.25
2019-01-07 11:00:00,1161.75,573.75,1197.0,2796.5,5253.75,35.5,1899.75,2120.5,823.0,1679.25,107.0,279.5,3993.5,32.85,9247.25
2019-01-07 12:00:00,1152.25,566.75,1213.5,3316.0,5769.25,35.75,1895.25,1963.25,685.5,1613.0,87.0,280.25,4529.5,29.46,10298.75
2019-01-07 13:00:00,1151.5,566.25,1181.25,3971.5,5880.0,34.25,1888.25,1904.5,673.0,1587.5,85.25,280.5,5152.75,27.39,11032.75
2019-01-07 14:00:00,1145.75,579.5,1142.0,4473.25,5504.5,32.25,1860.75,1893.75,710.25,1551.5,151.75,276.5,5615.25,27.25,11119.75
2019-01-07 15:00:00,1153.0,571.25,1169.25,4785.25,4703.25,32.0,1856.25,1948.75,729.0,1558.75,221.5,275.75,5954.5,27.0,10657.75
2019-01-07 16:00:00,1157.5,566.75,1160.5,4833.0,3846.25,32.0,1862.75,1938.75,789.75,1571.0,140.25,268.25,5993.5,26.72,9839.75
2019-01-07 17:00:00,1156.5,540.0,1139.75,4904.5,2884.25,32.25,1862.5,1973.25,830.25,1591.5,85.75,266.5,6044.25,27.5,8928.5
2019-01-07 18:00:00,1161.25,549.75,1143.75,4892.75,1880.75,34.25,1859.25,2203.0,950.5,1622.25,216.5,273.0,6036.5,31.03,7917.25
2019-01-07 19:00:00,1161.0,549.0,1158.5,4757.5,927.0,34.5,1861.5,2261.75,1008.5,1685.0,364.25,273.25,5916.0,36.49,6843.0
2019-01-07 20:00:00,1167.75,569.25,1163.0,4467.0,306.0,35.0,1860.75,2357.0,936.75,1593.75,341.25,270.25,5630.0,36.32,5936.0
2019-01-07 21:00:00,1166.5,570.75,1157.75,3788.5,26.0,35.0,1868.0,2353.5,855.5,1708.0,311.25,265.25,4946.25,34.93,4972.25
2019-01-07 22:00:00,1123.75,571.5,1116.0,3232.75,0.0,35.0,1883.5,2349.75,847.25,1744.0,482.5,266.5,4348.75,37.24,4348.75
2019-01-07 23:00:00,1086.25,557.25,1168.75,3240.5,0.0,34.75,1898.25,2291.75,691.25,1642.25,147.0,273.0,4409.25,31.97,4409.25
2019-01-08 00:00:00,1074.5,521.75,238.0,702.25,0.0,36.0,1901.25,3172.0,1086.75,1864.0,170.0,279.75,940.25,39.0,940.25
